House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
27,Roberts Avenue,Hugh,Thomas,75,Husband,Married,Male,Retired Hotel manager,None,None
28,Roberts Avenue,Annette,Thompson,36,Head,Married,Female,Press sub,None,None
28,Roberts Avenue,Conor,Thompson,38,Husband,Married,Male,Firefighter,None,None
28,Roberts Avenue,Denise,Thompson,15,Daughter,NA,Female,Student,None,NA
29,Roberts Avenue,Leah,Bates,19,Head,Single,Female,University Student,None,None
29,Roberts Avenue,Angela,Phillips,22,None,Single,Female,University Student,None,Catholic
30,Roberts Avenue,Cameron,Morris,56,Head,Single,Male,Unemployed,None,None
30,Roberts Avenue,Mitchell,Morris,29,Son,Single,Male,Archivist,None,None
31,Roberts Avenue,Ann,Lane,48,Head,Single,Female,Broadcast journalist,None,Catholic
31,Roberts Avenue,Lorraine,Lane,15,Daughter,NA,Female,Student,None,NA
31,Roberts Avenue,Wendy,Lane,9,Daughter,NA,Female,Student,None,NA
32,Roberts Avenue,Tom,Jones,22,Head,Married,Male,Secondary school teacher,None,Sikh
32,Roberts Avenue,Hazel,Jones,22,Wife,Married,Female,Unemployed,None,Sikh
33,Roberts Avenue,Shirley,Little,45,Head,Single,Female,Unemployed,None,None
33,Roberts Avenue,Louis,Little,23,Son,Single,Male,Clinical psychologist,None,None
34,Roberts Avenue,Beverley,Fuller,50,Head,Married,Female,"Surveyor, hydrographic",None,Catholic
34,Roberts Avenue,Jay,Fuller,55,Husband,Married,Male,Camera operator,None,Catholic
34,Roberts Avenue,Alex,Fuller,14,Son,NA,Male,Student,None,NA
35,Roberts Avenue,Sophie,Wood,27,Head,Divorced,Female,Charity fundraiser,None,Catholic
35,Roberts Avenue,Roger,Wood,7,Step-Son,NA,Male,Student,None,NA
36,Roberts Avenue,Gillian,Pearce,45,Head,Married,Female,Chartered legal executive (England and Wales),None,None
36,Roberts Avenue,Philip,Pearce,44,Husband,Married,Male,"Teacher, early years/pre",None,None
36,Roberts Avenue,Dean,Pearce,12,Son,NA,Male,Student,None,NA
36,Roberts Avenue,Kimberley,Pearce,8,Daughter,NA,Female,Student,None,NA
37,Roberts Avenue,Jordan,Quinn,85,Head,Married,Male,"Retired Engineer, electrical",None,None
37,Roberts Avenue,Aimee,Quinn,84,Wife,Married,Female,Retired Food technologist,None,None
38,Roberts Avenue,Lynne,Brown,66,Head,Married,Female,Wellsite geologist,None,None
38,Roberts Avenue,Liam,Brown,70,Husband,Married,Male,Retired Commercial horticulturist,None,None
39,Roberts Avenue,Katie,Robinson,42,Head,Single,Female,Amenity horticulturist,None,Catholic
39,Roberts Avenue,Roy,Marsh,40,Partner,Single,Male,Cytogeneticist,None,None
39,Roberts Avenue,Naomi,Robinson,17,Daughter,NA,Female,Student,None,NA
39,Roberts Avenue,Gavin,Robinson,16,Son,NA,Male,Student,None,NA
39,Roberts Avenue,Sally,Robinson,15,Daughter,NA,Female,Student,None,NA
40,Roberts Avenue,Jake,Poole,18,Head,Single,Male,Student,None,NA
41,Roberts Avenue,Julian,Hunt,43,Head,Married,Male,Metallurgist,None,Catholic
41,Roberts Avenue,Samantha,Hunt,46,Wife,Married,Female,Hospital doctor,None,Catholic
42,Roberts Avenue,Jennifer,Wilson,41,Head,Single,Female,Unemployed,None,None
43,Roberts Avenue,Denis,Hughes,49,Head,Married,Male,Armed forces logistics/support/administrative officer,None,Christian
43,Roberts Avenue,Joanna,Hughes,47,Wife,Married,Female,"Development worker, community",None,None
44,Roberts Avenue,George,Brooks,69,Head,Married,Male,Retired Transport planner,None,Catholic
44,Roberts Avenue,Cheryl,Brooks,64,Wife,Married,Female,"Scientist, research (physical sciences)",None,Catholic
45,Roberts Avenue,Jamie,Thomas,71,Head,Widowed,Male,"Retired Editor, magazine features",None,None
45,Roberts Avenue,Clifford,Thomas,37,Son,Single,Male,Geographical information systems officer,None,None
45,Roberts Avenue,Lynne,Thomas,34,Daughter,Single,Female,Newspaper journalist,None,None
45,Roberts Avenue,Sara,Thomas,30,Daughter,Divorced,Female,Clinical molecular geneticist,None,None
46,Roberts Avenue,Hazel,Davis,46,Head,Married,Female,"Copywriter, advertising",None,Christian
46,Roberts Avenue,Guy,Davis,47,Husband,Married,Male,Speech and language therapist,None,None
46,Roberts Avenue,Jeremy,Davis,15,Son,NA,Male,Student,None,NA
47,Roberts Avenue,Jacqueline,Scott,42,Head,Married,Female,Barrister,None,Catholic
47,Roberts Avenue,Leonard,Scott,46,Husband,Married,Male,Advertising account executive,None,Catholic
47,Roberts Avenue,Mitchell,Scott,7,Son,NA,Male,Student,None,NA
47,Roberts Avenue,Garry,Scott,5,Adopted Son,NA,Male,Student,None,NA
48,Roberts Avenue,Sara,McDonald,34,Head,Widowed,Female,Unemployed,None,None
48,Roberts Avenue,Shannon,McDonald,9,Daughter,NA,Female,Student,None,NA
48,Roberts Avenue,Jason,McDonald,7,Son,NA,Male,Student,None,NA
48,Roberts Avenue,Anthony,McDonald,3,Son,NA,Male,Child,None,NA
48,Roberts Avenue,Diana,McDonald,2,Daughter,NA,Female,Child,None,NA
49,Roberts Avenue,Bethany,Moore,54,Head,Divorced,Female,Colour technologist,None,Christian
49,Roberts Avenue,Gregory,Moore,17,Son,NA,Male,Student,None,NA
50,Roberts Avenue,Diane,Lyons,48,Head,Divorced,Female,Chartered public finance accountant,None,None
50,Roberts Avenue,Lauren,Lyons,26,Daughter,Divorced,Female,International aid/development worker,None,None
50,Roberts Avenue,Ashleigh,Lyons,22,Daughter,Single,Female,University Student,None,None
50,Roberts Avenue,Daniel,Lyons,20,Son,Divorced,Male,University Student,None,None
50,Roberts Avenue,Phillip,Lyons,14,Son,NA,Male,Student,None,NA
51,Roberts Avenue,Jane,Taylor,62,Head,Divorced,Female,"Engineer, petroleum",None,None
51,Roberts Avenue,Hayley,Taylor,39,Daughter,Single,Female,Adult nurse,None,None
52,Roberts Avenue,Kayleigh,Andrews,46,Head,Divorced,Female,Unemployed,None,Hindu
52,Roberts Avenue,Andrew,Andrews,9,Son,NA,Male,Student,None,NA
52,Roberts Avenue,Tina,Andrews,6,Daughter,NA,Female,Student,None,NA
1,Richards Drive,Valerie,Barker,61,Head,Divorced,Female,Industrial/product designer,None,Christian
2,Richards Drive,Mary,Herbert,28,Head,Single,Female,Archivist,None,Catholic
3,Richards Drive,Carole,Ward,31,Head,Single,Female,Corporate treasurer,None,None
4,Richards Drive,Rachel,Turner,57,Head,Divorced,Female,Private music teacher,None,None
5,Richards Drive,Sheila,Dixon,57,Head,Married,Female,Ergonomist,None,Methodist
5,Richards Drive,Mohamed,Ahmed,61,Husband,Married,Male,Unemployed,None,Methodist
6,Richards Drive,Elliott,French,28,Head,Divorced,Male,Field seismologist,None,Methodist
7,Richards Drive,Helen,Waters,47,Head,Married,Female,Acupuncturist,None,Christian
7,Richards Drive,Francis,Waters,49,Husband,Married,Male,"Psychologist, forensic",None,Christian
7,Richards Drive,Katherine,Waters,11,Daughter,NA,Female,Student,None,NA
8,Richards Drive,Irene,Lloyd,66,Head,Widowed,Female,Hotel manager,None,None
9,Richards Drive,Lydia,Thomson,42,Head,Single,Female,Facilities manager,None,None
10,Richards Drive,Marilyn,Hart,83,Head,Divorced,Female,Retired Insurance underwriter,None,None
11,Richards Drive,Rhys,Martin,21,Head,Married,Male,University Student,None,None
11,Richards Drive,Beth,Martin,22,Wife,Married,Female,"Designer, furniture",None,None
12,Richards Drive,June,Morris,59,Head,Married,Female,Marketing executive,None,None
12,Richards Drive,Danny,Morris,55,Husband,Married,Male,"Production assistant, radio",None,None
13,Richards Drive,Jemma,Jones,72,Head,Single,Female,Unemployed,None,None
13,Richards Drive,Louis,Jones,44,Son,Single,Male,Environmental manager,None,None
13,Richards Drive,Danny,Jones,39,Son,Single,Male,Unemployed,None,None
14,Richards Drive,Frank,Ball,49,Head,Divorced,Male,Chief Financial Officer,None,Catholic
15,Richards Drive,Carol,Rogers,43,Head,Widowed,Female,Research scientist (medical),None,Catholic
16,Richards Drive,Pauline,Dunn,45,Head,Divorced,Female,Unemployed,None,Methodist
16,Richards Drive,Lesley,Robinson,18,Daughter,Single,Female,Student,None,Methodist
16,Richards Drive,Eileen,Robinson,15,Daughter,NA,Female,Student,None,NA
17,Richards Drive,Eric,Morris,69,Head,Widowed,Male,Retired Clothing/textile technologist,None,Christian
18,Richards Drive,Natasha,Mills,34,Head,Single,Female,Health and safety adviser,None,Muslim
19,Richards Drive,Francis,Lamb,67,Head,Widowed,Male,"Engineer, broadcasting (operations)",None,None
20,Richards Drive,Emily,Williams,70,Head,Divorced,Female,"Retired Copywriter, advertising",None,Christian
21,Richards Drive,Eric,Hancock,47,Head,Single,Male,"Engineer, maintenance",None,None
21,Richards Drive,Helen,Jennings,47,Partner,Single,Female,Advertising account executive,None,None
22,Richards Drive,William,Johnson,27,Head,Single,Male,Chief Strategy Officer,None,Christian
22,Richards Drive,Sheila,Smith,20,Partner,Single,Female,University Student,None,None
23,Richards Drive,Sheila,Davies,49,Head,Single,Female,"Sales professional, IT",None,Catholic
24,Richards Drive,Shirley,Barnett,26,Head,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,None
24,Richards Drive,Nicholas,Barnett,28,Husband,Married,Male,"Librarian, public",None,None
24,Richards Drive,Lesley,Barnett,9,Daughter,NA,Female,Student,None,NA
25,Richards Drive,Jade,Watson,56,Head,Single,Female,Investment analyst,None,None
25,Richards Drive,Hugh,Watson,16,Son,NA,Male,Student,None,NA
1,Lunar Terrace,Sally,Pearson,89,Head,Widowed,Female,Retired Financial risk analyst,None,Sikh
2,Lunar Terrace,Kevin,Williams,32,Head,Married,Male,Chief Executive Officer,None,Christian
2,Lunar Terrace,Ellie,Williams,31,Wife,Married,Female,"Pharmacist, community",None,None
3,Lunar Terrace,Yvonne,Carter,32,Head,Single,Female,"Surveyor, minerals",None,Catholic
3,Lunar Terrace,Mathew,Turner,34,Partner,Single,Male,English as a foreign language teacher,None,Catholic
3,Lunar Terrace,Cameron,Hancock,43,Lodger,Single,Male,Public librarian,None,Catholic
3,Lunar Terrace,Sandra,Ward,62,Lodger,Single,Female,Archivist,None,Christian
3,Lunar Terrace,Francis,Doherty,19,Lodger,Single,Male,University Student,None,None
4,Lunar Terrace,Yvonne,Knight,51,Head,Single,Female,Retail manager,None,Christian
4,Lunar Terrace,Bethan,Knight,15,Granddaughter,NA,Female,Student,None,NA
5,Lunar Terrace,Cheryl,Davis,27,Head,Married,Female,Chartered loss adjuster,None,None
5,Lunar Terrace,Dale,Davis,31,Husband,Married,Male,Health service manager,None,None
1,Briggs Avenue,Ben,Robinson,34,Head,Single,Male,Occupational psychologist,None,None
2,Briggs Avenue,Charles,Greenwood,28,Head,Single,Male,"Designer, fashion/clothing",None,Muslim
3,Briggs Avenue,Katy,Howell,45,Head,Single,Female,"Engineer, biomedical",None,Catholic
4,Briggs Avenue,Yvonne,Green,68,Head,Widowed,Female,Retired Translator,None,Christian
5,Briggs Avenue,Clifford,Clarke,25,Head,Single,Male,"Designer, blown glass/stained glass",None,None
6,Briggs Avenue,Charlene,Rose,46,Head,Single,Female,IT consultant,None,Catholic
6,Briggs Avenue,Jay,Welch,49,Partner,Single,Male,"Radiographer, therapeutic",None,None
6,Briggs Avenue,Francis,Rose,12,Son,NA,Male,Student,None,NA
7,Briggs Avenue,Ronald,Charlton,50,Head,Single,Male,"Administrator, Civil Service",None,Christian
8,Briggs Avenue,Conor,Griffiths,20,Head,Single,Male,University Student,None,None
9,Briggs Avenue,Lorraine,Williamson,21,Head,Single,Female,University Student,None,None
9,Briggs Avenue,Kenneth,Price,22,None,Single,Male,University Student,None,None
9,Briggs Avenue,Barbara,Owen,20,None,Single,Female,University Student,None,None
10,Briggs Avenue,Lee,Cameron,29,Head,Single,Male,Curator,None,Christian
11,Briggs Avenue,Valerie,Pope,72,Head,Widowed,Female,Retired Financial trader,None,Christian
12,Briggs Avenue,John,Smith,56,Head,Single,Male,Chief Executive Officer,None,None
13,Briggs Avenue,Sandra,Connolly,32,Head,Divorced,Female,Radiation protection practitioner,None,Christian
14,Briggs Avenue,Vincent,Watson,47,Head,Single,Male,Photographer,None,Catholic
15,Briggs Avenue,Marion,Johnson,66,Head,Divorced,Female,"Scientist, research (maths)",None,Catholic
16,Briggs Avenue,Georgina,Kelly,57,Head,Divorced,Female,"Designer, textile",None,Catholic
16,Briggs Avenue,Kirsty,Baker,11,Granddaughter,NA,Female,Student,None,NA
17,Briggs Avenue,Bryan,Wyatt,75,Head,Widowed,Male,Retired Risk analyst,None,None
18,Briggs Avenue,Zoe,Marshall,22,Head,Married,Female,University Student,None,Catholic
18,Briggs Avenue,Duncan,Marshall,24,Husband,Married,Male,Primary school teacher,None,Catholic
18,Briggs Avenue,Shannon,Marshall,0,Daughter,NA,Female,Child,None,NA
19,Briggs Avenue,Roger,Nicholls,97,Head,Widowed,Male,Retired Dietitian,None,Christian
20,Briggs Avenue,Melissa,Lee,76,Head,Widowed,Female,Retired Comptroller,None,None
21,Briggs Avenue,Geoffrey,Bailey,38,Head,Married,Male,"Surveyor, quantity",None,Christian
21,Briggs Avenue,Katie,Bailey,34,Wife,Married,Female,Estate manager/land agent,None,Christian
22,Briggs Avenue,Kieran,Curtis,71,Head,Single,Male,"Retired Engineer, site",None,Christian
23,Briggs Avenue,Bethany,Lewis,30,Head,Single,Female,Unemployed,None,None
24,Briggs Avenue,Pauline,Taylor,84,Head,Widowed,Female,Retired Restaurant manager,None,Christian
25,Briggs Avenue,Frank,James,29,Head,Married,Male,Leisure centre manager,None,None
25,Briggs Avenue,Holly,James,26,Wife,Married,Female,"Chemist, analytical",None,None
26,Briggs Avenue,Victoria,Rice,53,Head,Single,Female,Warden/ranger,None,Catholic
27,Briggs Avenue,Nicole,Khan,34,Head,Divorced,Female,"Engineer, drilling",None,None
28,Briggs Avenue,Jacob,Collins,83,Head,Widowed,Male,Retired Science writer,None,Christian
29,Briggs Avenue,Ellie,Hayward,25,Head,Widowed,Female,Art therapist,None,None
30,Briggs Avenue,Joanne,Shaw,75,Head,Widowed,Female,Retired Agricultural consultant,None,None
30,Briggs Avenue,Frederick,Shaw,6,Grandson,NA,Male,Student,None,NA
31,Briggs Avenue,Dawn,Crawford,42,Head,Single,Female,Unemployed,None,None
31,Briggs Avenue,Harry,Edwards,62,Lodger,Divorced,Male,Computer games developer,None,Christian
32,Briggs Avenue,Vanessa,Cooper,35,Head,Divorced,Female,Customer service manager,None,Christian
32,Briggs Avenue,Louise,Cooper,17,Daughter,NA,Female,Student,None,NA
33,Briggs Avenue,Ben,Phillips,22,Head,Divorced,Male,University Student,None,None
34,Briggs Avenue,Victor,Jackson,73,Head,Married,Male,Retired Learning mentor,None,Christian
34,Briggs Avenue,Eileen,Jackson,70,Wife,Married,Female,Retired Fitness centre manager,None,None
35,Briggs Avenue,Patrick,Sharpe,66,Head,Widowed,Male,Ambulance person,None,Christian
36,Briggs Avenue,Vincent,Spencer,38,Head,Single,Male,Chartered management accountant,None,Christian
36,Briggs Avenue,Carol,Miles,35,Partner,Single,Female,Sports development officer,None,Christian
37,Briggs Avenue,Denis,White,45,Head,Single,Male,Chief Operating Officer,None,Christian
37,Briggs Avenue,Dawn,White,15,Step-Daughter,NA,Female,Student,None,NA
38,Briggs Avenue,Reece,Connor,32,Head,Single,Male,Insurance underwriter,None,Jewish
39,Briggs Avenue,Valerie,Summers,51,Head,Single,Female,Archivist,None,Christian
39,Briggs Avenue,Suzanne,Summers,21,Daughter,Single,Female,University Student,None,Christian
1,Holmes Center,Diana,Johnson,74,Head,Widowed,Female,Retired Neurosurgeon,None,Christian
2,Holmes Center,Gary,Law,50,Head,Divorced,Male,"Geologist, engineering",None,Catholic
3,Holmes Center,Jade,Owen,51,Head,Married,Female,Building services engineer,None,Christian
3,Holmes Center,Conor,Owen,52,Husband,Married,Male,Illustrator,None,None
4,Holmes Center,Abbie,Dean,51,Head,Single,Female,Chemical engineer,None,Christian
4,Holmes Center,Ricky,Rhodes,52,None,Single,Male,"Scientist, clinical (histocompatibility and immunogenetics)",None,Christian
4,Holmes Center,Abdul,Thompson,50,None,Single,Male,Restaurant manager,None,Catholic
5,Holmes Center,Lucy,Hanson,55,Head,Divorced,Female,Medical physicist,None,Christian
5,Holmes Center,Gareth,Hanson,23,Son,Single,Male,Theatre stage manager,None,Christian
5,Holmes Center,Joan,Hanson,23,Daughter,Divorced,Female,"Production assistant, television",None,Christian
5,Holmes Center,Alison,Hanson,22,Daughter,Widowed,Female,University Student,None,Christian
6,Holmes Center,Albert,Stephens,67,Head,Divorced,Male,"Engineer, automotive",None,Christian
6,Holmes Center,Jordan,Stephens,31,Son,Single,Male,Sports therapist,None,Christian
6,Holmes Center,Charles,Stephens,28,Son,Single,Male,Dispensing optician,None,Christian
6,Holmes Center,Shannon,Stephens,25,Daughter,Single,Female,"Producer, television/film/video",None,Christian
7,Holmes Center,Diane,Peters,64,Head,Married,Female,Trade union research officer,None,Christian
7,Holmes Center,Charles,Peters,67,Husband,Married,Male,Clinical research associate,None,Christian
7,Holmes Center,Oliver,Peters,24,Son,Single,Male,Television/film/video producer,None,None
7,Holmes Center,Jeffrey,Peters,23,Son,Divorced,Male,"Surveyor, hydrographic",None,None
8,Holmes Center,Fiona,Shaw,81,Head,Widowed,Female,Retired Film/video editor,None,Christian
9,Holmes Center,Joyce,Pearson,43,Head,Married,Female,Unemployed,None,None
9,Holmes Center,Jay,Pearson,48,Husband,Married,Male,"Programmer, multimedia",None,None
10,Holmes Center,Geraldine,Davies,37,Head,Married,Female,"Teacher, secondary school",None,Christian
10,Holmes Center,Stuart,Davies,40,Husband,Married,Male,Fine artist,None,None
10,Holmes Center,Shaun,Young,33,Sibling,Divorced,Male,Unemployed,None,Catholic
10,Holmes Center,Diane,Watson,26,Visitor,Divorced,Female,Unemployed,None,Catholic
10,Holmes Center,Robert,Begum,56,Lodger,Single,Male,Accommodation manager,None,Christian
10,Holmes Center,Reece,Spencer,31,Lodger,Single,Male,Social researcher,None,Methodist
11,Holmes Center,Grace,Cook,64,Head,Married,Female,"Programmer, applications",None,Christian
11,Holmes Center,Jake,Cook,66,Husband,Married,Male,"Exhibitions officer, museum/gallery",None,Christian
11,Holmes Center,Colin,Cook,30,Son,Single,Male,IT technical support officer,None,Christian
12,Holmes Center,Lisa,Mason,45,Head,Married,Female,Estate agent,None,None
12,Holmes Center,Kieran,Mason,44,Husband,Married,Male,Visual merchandiser,None,None
12,Holmes Center,Leslie,Mason,8,Son,NA,Male,Student,None,NA
12,Holmes Center,Steven,Mason,3,Son,NA,Male,Child,None,NA
13,Holmes Center,Bethan,Lucas,21,Head,Single,Female,University Student,None,None
13,Holmes Center,Lydia,Banks,21,None,Single,Female,University Student,None,Methodist
13,Holmes Center,Angela,Davis,21,None,Single,Female,University Student,None,Christian
13,Holmes Center,Patricia,Jackson,22,None,Single,Female,University Student,None,Catholic
14,Holmes Center,Lisa,Young,27,Head,Single,Female,Broadcast presenter,None,None
14,Holmes Center,Colin,Young,11,Son,NA,Male,Student,None,NA
14,Holmes Center,Martyn,Young,7,Son,NA,Male,Student,None,NA
14,Holmes Center,Neil,Young,7,Son,NA,Male,Student,None,NA
15,Holmes Center,Linda,Webb,49,Head,Single,Female,"Teacher, early years/pre",None,None
15,Holmes Center,Julia,Herbert-Webb,16,Daughter,NA,Female,Student,None,NA
15,Holmes Center,Kate,Herbert-Webb,16,Daughter,NA,Female,Student,None,NA
15,Holmes Center,Kathryn,Herbert-Webb,12,Daughter,NA,Female,Student,None,NA
16,Holmes Center,Marie,Martin,20,Head,Married,Female,University Student,None,Sikh
16,Holmes Center,Christian,Bibi,23,Husband,Married,Male,Industrial buyer,None,None
16,Holmes Center,Josh,Martin,2,Son,NA,Male,Child,None,NA
16,Holmes Center,Stuart,Martin,0,Son,NA,Male,Child,None,NA
